Project Name,Package Name,Type Name,Design Smell,Cause of the Smell,Repository
stephensanchez_familiar,characters,CharacterResource,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters,CharacterType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,characters,Note,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,items,Item,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,items,ItemProperty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,items,ItemType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.actions,Action,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.actions,ActionController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.actions,ActionImplication,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.actions,ActionTransaction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.actions,Option,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.events,Event,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.events,EventController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.workflow,Workflow,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.workflow,WorkflowController,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
stephensanchez_familiar,rules.workflow,WorkflowTransaction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),stephensanchez_familiar
Superjisan_Stormy,superjisan.com.stormy,ApplicationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Superjisan_Stormy
Superjisan_Stormy,superjisan.com.stormy,MainActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),Superjisan_Stormy
Superjisan_Stormy,superjisan.com.stormy,MainActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TAG; mCurrentWeather; mTimeLabel; mTemperatureLabel; mHumidityValue; mPrecipValue; mSummaryLabel; mIconImageView; mRefreshImageView; mProgressBar,Superjisan_Stormy
tgibbons-students-css_VogellaDatabaseAsg10Start,edu.css.cis3334.vogellasampleinclass,ApplicationTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),tgibbons-students-css_VogellaDatabaseAsg10Start
tgibbons-students-css_VogellaDatabaseAsg10Start,edu.css.cis3334.vogellasampleinclass,MySQLiteHelper,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TABLE_COMMENTS; COLUMN_ID; COLUMN_COMMENT; DATABASE_NAME; DATABASE_VERSION; DATABASE_CREATE,tgibbons-students-css_VogellaDatabaseAsg10Start
tgibbons-students-css_VogellaDatabaseAsg10Start,edu.css.cis3334.vogellasampleinclass,TestDatabaseActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),tgibbons-students-css_VogellaDatabaseAsg10Start
The-WUUSTER_Randoms,(default package),AppendSums,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,(default package),BankAccount,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,(default package),Grid,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,(default package),Plausibility,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,(default package),Prime,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,(default package),Test,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,(default package),Twenty48,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,hangman,Hangman,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
The-WUUSTER_Randoms,markov,monteCarlo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),The-WUUSTER_Randoms
com.arquivolivre.elastikjay.annotations,FilterType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,thiguetta_elastiky-framework
com.arquivolivre.elastikjay.annotations,FilterType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,thiguetta_elastiky-framework
com.arquivolivre.elastikjay.commons,IndexManagerImpl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,thiguetta_elastiky-framework
com.arquivolivre.elastikjay.commons,Types,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,thiguetta_elastiky-framework
com.arquivolivre.elastikjay.config,Configuration,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,thiguetta_elastiky-framework
vanevery_JSON-with-gson-Example,com.example.gsontest,MainActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),vanevery_JSON-with-gson-Example
vanevery_JSON-with-gson-Example,com.example.gsontest,MainActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LOGTAG; twitterURL; created_at; id; id_str; text; source; truncated; in_reply_to_status_id; in_reply_to_status_id_str; in_reply_to_user_id; in_reply_to_screen_name,vanevery_JSON-with-gson-Example
vanevery_JSON-with-gson-Example,com.example.gsontest,MainActivity.RequestJSON,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),vanevery_JSON-with-gson-Example
vanevery_JSON-with-gson-Example,com.example.gsontest,MainActivity.TwitterFeed,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),vanevery_JSON-with-gson-Example
vanevery_JSON-with-gson-Example,com.example.gsontest,MainActivity.TwitterFeed,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: created_at; id; id_str; text; source; truncated; in_reply_to_status_id; in_reply_to_status_id_str; in_reply_to_user_id; in_reply_to_screen_name,vanevery_JSON-with-gson-Example
vanevery_JSON-with-gson-Example,com.example.gsontest,MainActivity.TwitterFeed,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: created_at; id; id_str; text; source; truncated; in_reply_to_status_id; in_reply_to_status_id_str; in_reply_to_user_id; in_reply_to_screen_name,vanevery_JSON-with-gson-Example
wangjia55_CircleChooseDisc,com.jacob.circle.disc,CircleIndexView.OnIndexChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),wangjia55_CircleChooseDisc
wangjia55_CircleChooseDisc,com.jacob.circle.disc,MainActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),wangjia55_CircleChooseDisc
com.jy.multi_media,BuildConfig,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEBUG,Welon5656_media-app-for-android
com.jy.multi_media,BuildConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,BuildConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEBUG,,Welon5656_media-app-for-android
com.jy.multi_media,R,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_horizontal_margin; activity_vertical_margin; btn_image; btn_music; btn_video; file; folder; home; ic_launcher; action_settings; btn_image; btn_music; btn_video; control; exit; history; history_cell; history_list; image; imageView; image_cell; image_grid; music; music_cell; music_list; openfile; scanner; video; videoView; video_cell; video_list; activity_history; activity_image; activity_main; activity_music; activity_video; history_cell; image_brower; image_cell; music_cell; music_player; video_cell; video_player; main; video; action_settings; add_folder; app_name; dpage; exit; fileselecter; folder; history; image; image_brower; music; music_player; next; openfile; pause; previous; scanner; stop; upage; video; video_player; AppBaseTheme; AppTheme,,Welon5656_media-app-for-android
com.jy.multi_media,R,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: activity_horizontal_margin; activity_vertical_margin; btn_image; btn_music; btn_video; file; folder; home; ic_launcher; action_settings; btn_image; btn_music; btn_video; control; exit; history; history_cell; history_list; image; imageView; image_cell; image_grid; music; music_cell; music_list; openfile; scanner; video; videoView; video_cell; video_list; activity_history; activity_image; activity_main; activity_music; activity_video; history_cell; image_brower; image_cell; music_cell; music_player; video_cell; video_player; main; video; action_settings; add_folder; app_name; dpage; exit; fileselecter; folder; history; image; image_brower; music; music_player; next; openfile; pause; previous; scanner; stop; upage; video; video_player; AppBaseTheme; AppTheme,,Welon5656_media-app-for-android
com.jy.multi_media,R.attr,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ,Welon5656_media-app-for-android
com.jy.multi_media,R.attr,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.dimen,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: activity_horizontal_margin; activity_vertical_margin,Welon5656_media-app-for-android
com.jy.multi_media,R.dimen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.dimen,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_horizontal_margin; activity_vertical_margin,,Welon5656_media-app-for-android
com.jy.multi_media,R.drawable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.drawable,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: btn_image; btn_music; btn_video; file; folder; home; ic_launcher,,Welon5656_media-app-for-android
com.jy.multi_media,R.drawable,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: btn_image; btn_music; btn_video; file; folder; home; ic_launcher,,Welon5656_media-app-for-android
com.jy.multi_media,R.id,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.id,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: action_settings; btn_image; btn_music; btn_video; control; exit; history; history_cell; history_list; image; imageView; image_cell; image_grid; music; music_cell; music_list; openfile; scanner; video; videoView; video_cell; video_list,,Welon5656_media-app-for-android
com.jy.multi_media,R.id,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: action_settings; btn_image; btn_music; btn_video; control; exit; history; history_cell; history_list; image; imageView; image_cell; image_grid; music; music_cell; music_list; openfile; scanner; video; videoView; video_cell; video_list,,Welon5656_media-app-for-android
com.jy.multi_media,R.layout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.layout,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_history; activity_image; activity_main; activity_music; activity_video; history_cell; image_brower; image_cell; music_cell; music_player; video_cell; video_player,,Welon5656_media-app-for-android
com.jy.multi_media,R.layout,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: activity_history; activity_image; activity_main; activity_music; activity_video; history_cell; image_brower; image_cell; music_cell; music_player; video_cell; video_player,,Welon5656_media-app-for-android
com.jy.multi_media,R.menu,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: main; video,Welon5656_media-app-for-android
com.jy.multi_media,R.menu,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.menu,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: main; video,,Welon5656_media-app-for-android
com.jy.multi_media,R.string,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.string,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: action_settings; add_folder; app_name; dpage; exit; fileselecter; folder; history; image; image_brower; music; music_player; next; openfile; pause; previous; scanner; stop; upage; video; video_player,,Welon5656_media-app-for-android
com.jy.multi_media,R.string,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: action_settings; add_folder; app_name; dpage; exit; fileselecter; folder; history; image; image_brower; music; music_player; next; openfile; pause; previous; scanner; stop; upage; video; video_player,,Welon5656_media-app-for-android
com.jy.multi_media,R.style,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: AppBaseTheme; AppTheme,Welon5656_media-app-for-android
com.jy.multi_media,R.style,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multi_media,R.style,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: AppBaseTheme; AppTheme,,Welon5656_media-app-for-android
com.jy.image,ImageActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ImageList; grid,,Welon5656_media-app-for-android
com.jy.image,ImageBrowser,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multimedia,HistoryActivity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multimedia,ImageButtonClickListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.multimedia,MainActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: intent_image; intent_video; intent_music; btn_image; btn_video; btn_music; db_path,,Welon5656_media-app-for-android
com.jy.music,MusicActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MusicList; list,,Welon5656_media-app-for-android
com.jy.music,MusicPlayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
com.jy.video,VideoActivity,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: VideoList; list,,Welon5656_media-app-for-android
com.jy.video,VideoPlayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,Welon5656_media-app-for-android
xinyu-liu_Car-Park-System,carparksystem.controls,AccountControl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.controls,EmergencyControl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.controls,InControl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.controls,OutControl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.controls,ReportControl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.controls,SettingControl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.entities,Nonworkingdays,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.entities,Record,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),xinyu-liu_Car-Park-System
xinyu-liu_Car-Park-System,carparksystem.views,AdminUI,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: OutFrame; EntranceUI; ExitUI; AdminUI; ParkStatusUI; PaymentUI,xinyu-liu_Car-Park-System
com.yq.circlepress,BuildConfig,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: DEBUG,yangqing0314_CircelProgressTime
com.yq.circlepress,BuildConfig,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,BuildConfig,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DEBUG,,yangqing0314_CircelProgressTime
com.yq.circlepress,R,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: max; roundColor; roundProgressColor; roundProgressWidth; roundWidth; style; textColor; textIsDisplayable; textSize; activity_horizontal_margin; activity_vertical_margin; ic_launcher; FILL; STROKE; iv_progress; activity_main; action_settings; app_name; hello_world; RoundProgressBar; RoundProgressBar_max; RoundProgressBar_roundColor; RoundProgressBar_roundProgressColor; RoundProgressBar_roundProgressWidth; RoundProgressBar_roundWidth; RoundProgressBar_style; RoundProgressBar_textColor; RoundProgressBar_textIsDisplayable; RoundProgressBar_textSize,,yangqing0314_CircelProgressTime
com.yq.circlepress,R,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: max; roundColor; roundProgressColor; roundProgressWidth; roundWidth; style; textColor; textIsDisplayable; textSize; activity_horizontal_margin; activity_vertical_margin; ic_launcher; FILL; STROKE; iv_progress; activity_main; action_settings; app_name; hello_world; RoundProgressBar; RoundProgressBar_max; RoundProgressBar_roundColor; RoundProgressBar_roundProgressColor; RoundProgressBar_roundProgressWidth; RoundProgressBar_roundWidth; RoundProgressBar_style; RoundProgressBar_textColor; RoundProgressBar_textIsDisplayable; RoundProgressBar_textSize,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.attr,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.attr,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: max; roundColor; roundProgressColor; roundProgressWidth; roundWidth; style; textColor; textIsDisplayable; textSize,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.attr,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: max; roundColor; roundProgressColor; roundProgressWidth; roundWidth; style; textColor; textIsDisplayable; textSize,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.dimen,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: activity_horizontal_margin; activity_vertical_margin,yangqing0314_CircelProgressTime
com.yq.circlepress,R.dimen,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.dimen,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_horizontal_margin; activity_vertical_margin,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.drawable,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: ic_launcher,yangqing0314_CircelProgressTime
com.yq.circlepress,R.drawable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.drawable,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ic_launcher,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.id,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: FILL; STROKE; iv_progress,yangqing0314_CircelProgressTime
com.yq.circlepress,R.id,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.id,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: FILL; STROKE; iv_progress,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.layout,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: activity_main,yangqing0314_CircelProgressTime
com.yq.circlepress,R.layout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.layout,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: activity_main,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.string,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: action_settings; app_name; hello_world,yangqing0314_CircelProgressTime
com.yq.circlepress,R.string,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.string,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: action_settings; app_name; hello_world,,yangqing0314_CircelProgressTime
com.yq.circlepress,R.styleable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.),,yangqing0314_CircelProgressTime
com.yq.circlepress,R.styleable,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: RoundProgressBar; RoundProgressBar_max; RoundProgressBar_roundColor; RoundProgressBar_roundProgressColor; RoundProgressBar_roundProgressWidth; RoundProgressBar_roundWidth; RoundProgressBar_style; RoundProgressBar_textColor; RoundProgressBar_textIsDisplayable; RoundProgressBar_textSize,,yangqing0314_CircelProgressTime
